Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills
24,Other,Tier 1,Information Technology,6.49,356,0,7,6,80
18,Male,Tier 3,Mechanical,5.64,420,4,9,4,50
23,Female,Tier 2,Computer Science,6.35,325,0,0,9,68
24,Female,Tier 3,AI/ML,5.79,45,0,3,2,83
19,Female,Tier 2,Information Technology,6.89,17,0,0,4,43
19,Female,Tier 2,AI/ML,6.86,274,2,7,7,73
18,Other,Tier 2,Data Science,6.26,408,0,8,4,78
18,Male,Tier 3,Data Science,7.03,210,0,0,12,40
19,Male,Tier 2,Electronics,8.99,216,4,2,12,84
20,Female,Tier 3,Data Science,4.86,432,1,2,5,68
21,Female,Tier 3,Mechanical,7.49,0,2,10,10,56
25,Male,Tier 3,Electronics,6.54,265,2,3,7,87
20,Male,Tier 3,Computer Science,7.75,277,1,9,12,67
25,Female,Tier 3,Computer Science,8.12,196,1,5,3,96
19,Female,Tier 1,Information Technology,6.66,149,2,4,9,48
24,Female,Tier 1,AI/ML,7.46,85,0,6,4,73
19,Other,Tier 1,Information Technology,6.45,685,3,6,5,43
25,Other,Tier 2,Information Technology,5.59,202,0,3,3,82
19,Female,Tier 3,Civil,5.51,528,2,1,7,93
23,Female,Tier 2,Civil,6.49,120,2,9,1,43
21,Female,Tier 3,Electronics,7.95,163,1,6,7,65
23,Male,Tier 1,AI/ML,6.53,24,2,8,10,52
22,Female,Tier 3,AI/ML,7.66,274,0,1,8,56
18,Other,Tier 2,Civil,5.72,255,2,6,5,98
22,Female,Tier 3,AI/ML,7.44,433,0,7,7,58
21,Male,Tier 2,Computer Science,7.85,427,0,9,9,71
23,Other,Tier 1,Data Science,6.23,229,1,10,5,95
24,Male,Tier 2,AI/ML,7.33,220,2,10,6,45
21,Other,Tier 3,Electronics,7.38,125,1,5,11,44
24,Other,Tier 2,Information Technology,6.86,16,4,10,3,86
18,Other,Tier 3,Electronics,6.21,314,1,0,6,81
19,Male,Tier 1,Civil,7.72,0,3,5,4,71
24,Female,Tier 1,Electronics,8.24,287,0,8,8,90
19,Male,Tier 2,Mechanical,5.51,231,3,8,2,48
18,Other,Tier 1,Electronics,9.17,329,3,4,9,40
20,Male,Tier 3,Data Science,9.51,383,0,4,2,81
22,Male,Tier 3,Information Technology,8.8,378,1,4,1,80
21,Female,Tier 2,Mechanical,7.18,290,2,1,5,61
25,Other,Tier 3,Mechanical,7.35,234,0,7,11,67
25,Female,Tier 2,Electronics,6.25,260,1,5,4,76
24,Female,Tier 3,Information Technology,6.42,476,0,2,11,83
22,Female,Tier 3,AI/ML,5.32,241,2,10,11,82
19,Other,Tier 3,AI/ML,6.36,481,0,8,1,56
24,Male,Tier 3,Information Technology,6.28,164,2,6,4,51
21,Female,Tier 2,Data Science,8.81,570,1,3,12,97
24,Other,Tier 2,Computer Science,6.22,321,2,5,7,50
21,Male,Tier 3,Information Technology,5.07,157,2,6,3,91
25,Female,Tier 2,AI/ML,7.61,201,0,2,6,83
21,Other,Tier 3,Computer Science,7.28,466,2,4,12,75
18,Male,Tier 2,Mechanical,7.38,338,3,5,5,91
22,Other,Tier 1,Civil,5.78,192,0,0,6,82
18,Male,Tier 1,AI/ML,4.73,404,1,6,6,84
25,Other,Tier 3,AI/ML,6.53,17,3,3,10,83
20,Female,Tier 3,AI/ML,8.61,17,0,7,1,47
22,Male,Tier 3,Mechanical,7.7,97,4,6,3,49
25,Other,Tier 2,Computer Science,6.64,120,1,0,4,62
25,Other,Tier 1,Civil,6.38,141,1,6,8,77
22,Other,Tier 3,Information Technology,5.52,0,2,0,6,94
22,Other,Tier 1,Computer Science,7.01,359,3,10,6,69
24,Male,Tier 1,Civil,7.27,161,4,5,2,60
23,Female,Tier 2,Information Technology,6.72,389,1,1,8,40
19,Female,Tier 1,AI/ML,7.1,394,0,6,9,46
18,Other,Tier 2,Civil,7.03,178,0,6,5,72
21,Female,Tier 1,Information Technology,7.71,251,0,7,3,65
20,Male,Tier 3,Mechanical,7.49,45,4,8,7,79
21,Female,Tier 1,Computer Science,8.21,445,2,3,10,58
19,Male,Tier 2,Computer Science,7.4,309,0,9,7,60
18,Male,Tier 2,Data Science,8.01,316,0,6,5,43
21,Female,Tier 1,Information Technology,8.08,559,1,3,12,46
24,Female,Tier 3,Information Technology,7.36,85,2,8,5,96
22,Other,Tier 2,Civil,5.42,452,3,5,11,62
22,Female,Tier 2,Civil,6.59,273,1,2,4,93
20,Female,Tier 3,Data Science,8.56,211,2,4,8,80
22,Female,Tier 2,Computer Science,9.22,296,2,9,3,97
22,Female,Tier 2,Computer Science,6.97,326,2,0,4,40
24,Male,Tier 2,Civil,7.04,398,1,5,10,99
18,Male,Tier 3,Data Science,7.64,0,1,1,4,43
20,Female,Tier 3,Civil,8.32,194,0,8,9,73
21,Other,Tier 2,Computer Science,6.47,198,4,2,3,83
20,Male,Tier 3,Civil,8.97,332,1,2,8,54
25,Other,Tier 1,Electronics,8.57,215,4,4,10,70
18,Other,Tier 1,Information Technology,8.39,59,3,3,5,47
18,Other,Tier 2,Information Technology,5.9,210,3,2,11,79
25,Male,Tier 3,AI/ML,7.48,382,2,3,4,54
19,Other,Tier 2,AI/ML,7.75,339,2,1,9,48
24,Male,Tier 3,AI/ML,6.54,368,0,2,11,74
21,Male,Tier 2,Mechanical,7.45,218,1,2,8,91
18,Female,Tier 2,AI/ML,7.76,566,2,6,2,78
22,Male,Tier 2,Mechanical,7.66,227,1,6,9,71
23,Female,Tier 2,Computer Science,7.54,673,0,1,8,54
20,Male,Tier 3,AI/ML,8.69,385,1,5,9,69
24,Female,Tier 1,Computer Science,7.3,297,3,0,10,51
22,Other,Tier 3,Civil,7.8,302,2,10,12,58
21,Male,Tier 3,Civil,7.21,149,0,8,2,97
24,Male,Tier 3,Mechanical,7.99,286,2,3,12,81
19,Other,Tier 2,Computer Science,6.74,275,0,5,3,48
23,Male,Tier 3,Information Technology,5.98,308,2,7,5,86
24,Female,Tier 2,Mechanical,5.55,194,3,1,3,58
18,Female,Tier 3,Computer Science,8.93,144,2,4,8,70
18,Male,Tier 3,AI/ML,7.77,324,1,5,4,78
18,Other,Tier 1,Information Technology,8.14,164,2,2,4,95
19,Female,Tier 3,Computer Science,7.0,337,1,9,7,100
23,Female,Tier 1,Data Science,6.38,219,3,0,4,71
19,Other,Tier 2,AI/ML,5.73,390,3,1,1,54
21,Male,Tier 1,Mechanical,6.79,216,4,3,10,62
20,Male,Tier 2,Data Science,5.29,373,1,6,4,98
25,Male,Tier 2,Electronics,8.18,314,1,8,2,41
24,Other,Tier 2,AI/ML,4.87,279,0,2,3,87
18,Other,Tier 1,AI/ML,6.86,100,2,0,10,42
20,Male,Tier 1,Electronics,8.38,274,0,0,10,86
19,Male,Tier 1,Computer Science,6.57,157,3,1,8,46
21,Male,Tier 2,Mechanical,7.33,156,1,9,11,43
24,Female,Tier 3,Data Science,5.92,183,2,1,4,64
23,Other,Tier 3,Data Science,6.48,646,2,7,7,93
22,Female,Tier 3,Civil,7.26,334,3,10,6,71
25,Female,Tier 2,Electronics,6.96,82,1,5,7,83
24,Male,Tier 2,AI/ML,6.19,208,4,4,8,88
22,Other,Tier 3,Civil,7.43,425,0,3,8,78
24,Female,Tier 3,Civil,7.04,409,1,7,7,46
24,Male,Tier 3,Mechanical,6.54,235,1,7,4,83
19,Female,Tier 2,Electronics,7.07,288,1,1,5,99
18,Male,Tier 3,Electronics,8.61,235,0,6,1,68
20,Female,Tier 3,Electronics,7.69,139,1,10,7,42
23,Other,Tier 3,Civil,7.71,184,0,7,11,69
20,Female,Tier 3,AI/ML,7.61,251,2,9,3,59
19,Male,Tier 1,Data Science,6.58,217,0,5,5,51
21,Male,Tier 2,Information Technology,8.72,494,0,3,12,67
20,Other,Tier 1,Mechanical,8.22,287,0,1,6,69
22,Male,Tier 2,AI/ML,7.05,185,0,1,10,90
21,Other,Tier 2,Computer Science,7.0,210,1,10,12,48
24,Male,Tier 2,Civil,7.22,0,2,2,4,93
24,Female,Tier 3,Information Technology,8.08,258,1,9,4,43
23,Other,Tier 2,Mechanical,9.3,207,2,6,2,80
20,Male,Tier 3,Civil,8.16,235,3,8,12,56
19,Other,Tier 3,Information Technology,8.28,14,2,2,6,99
25,Female,Tier 3,AI/ML,8.41,271,2,10,12,77
23,Other,Tier 2,Data Science,5.82,149,1,10,9,63
22,Male,Tier 2,Civil,8.16,260,1,8,5,90
25,Female,Tier 3,Civil,7.02,84,0,0,2,91
25,Female,Tier 2,Data Science,8.34,214,0,1,4,89
21,Other,Tier 3,Computer Science,5.59,279,1,6,11,90
24,Male,Tier 2,Data Science,7.53,540,1,8,11,68
23,Male,Tier 2,Computer Science,6.88,391,2,5,9,86
19,Male,Tier 3,Data Science,9.02,369,1,4,7,51
25,Male,Tier 2,AI/ML,7.87,141,3,9,1,78
23,Female,Tier 1,Computer Science,6.98,447,1,4,12,96
18,Female,Tier 3,Information Technology,8.7,425,2,7,7,98
20,Female,Tier 2,AI/ML,6.74,249,1,9,4,76
20,Female,Tier 1,Information Technology,6.28,16,0,10,3,59
22,Other,Tier 3,Computer Science,9.29,155,1,7,2,75
22,Female,Tier 3,AI/ML,6.79,164,2,1,11,74
21,Female,Tier 2,AI/ML,7.67,379,1,0,6,56
22,Other,Tier 3,Data Science,7.26,152,3,9,4,82
24,Male,Tier 3,Civil,6.76,127,2,8,11,82
19,Male,Tier 3,Electronics,5.46,118,0,6,9,82
18,Male,Tier 3,Computer Science,7.43,254,3,6,4,71
18,Female,Tier 3,Computer Science,8.23,337,3,5,1,88
25,Other,Tier 3,Data Science,6.69,79,1,9,7,79
20,Female,Tier 3,AI/ML,7.71,321,2,0,10,50
24,Female,Tier 3,Civil,6.57,67,1,5,11,82
25,Female,Tier 1,Computer Science,6.96,69,1,9,4,84
22,Male,Tier 2,Civil,7.52,333,2,10,10,70
20,Other,Tier 1,Data Science,7.56,472,2,7,8,95
19,Female,Tier 2,Data Science,6.43,219,2,8,3,91
22,Male,Tier 3,Mechanical,7.82,370,2,0,1,94
20,Other,Tier 3,Computer Science,7.94,360,3,9,1,42
25,Female,Tier 1,Computer Science,8.74,225,1,5,8,95
21,Other,Tier 2,Mechanical,8.27,471,0,6,2,87
23,Female,Tier 2,Computer Science,7.26,416,1,1,11,50
18,Other,Tier 2,Electronics,8.89,419,0,2,7,45
19,Female,Tier 2,Data Science,5.92,290,2,9,7,88
19,Other,Tier 1,Data Science,6.81,461,3,9,9,85
20,Male,Tier 2,AI/ML,7.09,423,0,5,9,43
25,Other,Tier 3,AI/ML,4.91,160,1,3,1,73
20,Male,Tier 3,Civil,8.13,366,1,3,12,72
20,Other,Tier 3,AI/ML,7.87,316,2,5,7,91
19,Female,Tier 3,Mechanical,7.43,437,3,4,1,67
24,Male,Tier 1,Data Science,6.93,186,3,3,2,87
19,Other,Tier 3,AI/ML,7.16,310,3,0,8,50
21,Male,Tier 2,Civil,5.89,170,0,8,10,59
21,Female,Tier 2,Data Science,7.4,165,1,1,7,73
19,Other,Tier 3,Computer Science,7.98,208,1,0,8,45
23,Female,Tier 3,Civil,6.39,245,1,7,6,74
22,Other,Tier 2,Mechanical,7.38,90,0,9,1,60
20,Male,Tier 2,Information Technology,8.18,243,1,9,12,45
25,Other,Tier 3,Computer Science,8.02,356,1,6,9,97
22,Female,Tier 1,Electronics,5.78,135,2,5,1,72
20,Male,Tier 3,AI/ML,6.89,186,1,4,5,72
23,Other,Tier 2,Information Technology,6.7,122,3,10,11,53
22,Male,Tier 3,Computer Science,6.39,166,2,2,6,76
20,Male,Tier 2,Mechanical,7.54,38,0,1,12,47
20,Other,Tier 3,Electronics,6.95,72,1,7,2,90
18,Other,Tier 2,AI/ML,7.46,343,0,1,2,79
21,Other,Tier 3,Civil,8.44,322,2,4,4,63
19,Other,Tier 2,Civil,6.29,417,2,2,5,46
19,Other,Tier 2,Mechanical,6.82,63,1,6,6,52
19,Female,Tier 2,Computer Science,8.26,182,0,1,9,66
23,Male,Tier 3,Electronics,7.56,388,0,1,9,56
25,Female,Tier 3,Mechanical,7.52,425,1,6,12,77
19,Female,Tier 3,Electronics,7.53,497,3,4,5,96
18,Male,Tier 2,Electronics,6.54,301,1,8,12,66
23,Other,Tier 3,Civil,6.52,165,1,9,12,73
22,Female,Tier 3,Information Technology,6.96,266,2,1,1,67
24,Male,Tier 3,Civil,6.14,290,0,0,12,48
25,Other,Tier 1,AI/ML,7.14,400,2,3,7,46
23,Male,Tier 3,Civil,7.07,350,1,9,4,96
19,Other,Tier 2,Computer Science,9.57,0,2,4,10,65
22,Male,Tier 3,AI/ML,7.0,444,0,4,3,81
21,Other,Tier 3,Computer Science,7.3,157,2,10,1,68
25,Other,Tier 1,Data Science,9.0,259,1,0,11,73
21,Other,Tier 3,Computer Science,7.81,120,2,2,5,44
19,Other,Tier 2,Information Technology,7.66,167,2,2,2,99
24,Male,Tier 2,Electronics,5.81,364,2,2,3,63
18,Female,Tier 2,Data Science,7.88,18,1,8,12,59
19,Female,Tier 1,Computer Science,7.9,35,0,10,3,95
23,Other,Tier 2,Computer Science,6.44,234,0,4,8,73
22,Male,Tier 1,Mechanical,6.35,154,3,6,2,40
20,Male,Tier 3,Computer Science,8.53,82,0,2,4,43
25,Male,Tier 3,Civil,7.44,252,0,0,6,99
18,Other,Tier 3,Civil,6.66,394,3,5,11,92
22,Male,Tier 3,Information Technology,7.95,107,2,2,10,50
21,Female,Tier 1,Electronics,8.33,173,3,4,2,66
23,Other,Tier 3,Information Technology,6.75,154,1,6,1,65
20,Male,Tier 3,Mechanical,5.45,85,2,4,10,98
25,Male,Tier 2,AI/ML,7.88,159,2,4,8,62
24,Other,Tier 2,Civil,4.5,220,2,6,8,57
18,Female,Tier 2,AI/ML,6.0,199,0,7,5,99
24,Male,Tier 2,Mechanical,6.63,62,1,2,9,83
20,Other,Tier 1,Electronics,5.78,22,2,5,12,62
24,Female,Tier 1,Information Technology,6.39,167,1,1,6,87
23,Female,Tier 3,AI/ML,8.01,392,0,1,8,97
22,Other,Tier 2,Computer Science,8.49,340,0,1,6,43
18,Male,Tier 2,Mechanical,6.25,136,2,1,3,47
25,Male,Tier 2,Information Technology,5.63,298,2,0,2,66
18,Male,Tier 2,Electronics,8.27,489,4,9,5,42
21,Male,Tier 2,Electronics,7.17,94,0,0,7,60
25,Other,Tier 1,AI/ML,7.81,122,4,6,5,77
25,Other,Tier 3,Information Technology,7.33,211,1,9,7,95
25,Male,Tier 2,Electronics,7.08,98,2,0,10,51
23,Male,Tier 2,Civil,8.63,242,2,5,11,57
23,Other,Tier 3,Data Science,7.02,296,2,10,5,72
25,Other,Tier 3,Electronics,6.66,424,3,0,4,55
20,Other,Tier 2,AI/ML,7.07,27,4,7,12,93
18,Other,Tier 1,AI/ML,8.3,239,1,2,4,93
20,Other,Tier 1,AI/ML,7.71,379,1,8,11,49
18,Other,Tier 2,Computer Science,7.08,314,3,5,7,99
20,Male,Tier 1,Mechanical,5.38,0,1,6,10,62
22,Female,Tier 3,Data Science,7.4,165,3,5,6,41
24,Female,Tier 2,Mechanical,6.36,347,1,1,1,94
21,Other,Tier 3,Electronics,8.8,260,3,5,6,67
21,Female,Tier 3,Computer Science,6.64,209,2,0,8,71
21,Male,Tier 2,AI/ML,6.4,247,4,5,3,91
22,Female,Tier 3,Data Science,7.18,0,1,1,4,47
18,Male,Tier 2,Information Technology,6.55,323,2,9,5,70
23,Male,Tier 1,Computer Science,6.15,127,1,4,2,89
19,Male,Tier 2,Computer Science,8.05,646,1,6,6,41
25,Other,Tier 3,Computer Science,7.44,121,2,2,2,66
25,Other,Tier 2,Information Technology,7.21,405,0,8,10,96
22,Male,Tier 3,Data Science,6.06,427,0,3,10,41
19,Other,Tier 1,Civil,5.95,649,0,6,8,75
21,Male,Tier 2,Data Science,6.23,253,2,0,11,74
19,Other,Tier 3,Computer Science,5.83,172,2,10,9,80
25,Male,Tier 2,AI/ML,7.47,86,3,0,3,40
19,Other,Tier 2,Data Science,5.78,198,1,7,10,82
21,Other,Tier 3,Mechanical,5.8,222,2,4,12,79
21,Female,Tier 1,Data Science,6.79,426,0,0,6,59
24,Male,Tier 3,Computer Science,8.61,61,0,4,6,40
18,Female,Tier 2,Computer Science,5.97,60,0,4,2,40
18,Male,Tier 3,Information Technology,6.36,334,1,5,6,66
20,Female,Tier 2,Mechanical,7.04,159,4,10,7,46
18,Other,Tier 3,Electronics,8.85,0,2,5,4,91
20,Male,Tier 2,Information Technology,7.13,460,0,1,12,98
24,Female,Tier 3,Information Technology,8.98,219,3,8,4,79
25,Male,Tier 2,AI/ML,6.86,226,0,4,11,87
23,Other,Tier 3,AI/ML,6.16,643,1,0,2,60
19,Male,Tier 3,Data Science,6.64,383,3,7,4,75
25,Male,Tier 2,Information Technology,6.61,506,3,10,7,94
19,Male,Tier 3,Information Technology,7.02,3,0,7,11,95
23,Male,Tier 1,Information Technology,7.28,418,1,10,10,50
19,Male,Tier 3,Electronics,9.02,149,2,2,7,74
19,Female,Tier 2,Data Science,8.16,194,0,2,6,91
18,Female,Tier 2,Information Technology,5.92,286,4,2,2,96
25,Female,Tier 2,Data Science,6.72,379,0,6,2,43
21,Male,Tier 2,Mechanical,7.27,323,1,8,2,82
23,Other,Tier 2,AI/ML,8.05,369,1,8,8,58
20,Female,Tier 3,Civil,7.4,543,1,0,5,100
22,Female,Tier 2,AI/ML,8.69,461,0,6,4,56
19,Other,Tier 1,Information Technology,8.32,208,3,1,12,76
23,Female,Tier 3,AI/ML,6.5,174,4,0,2,93
19,Male,Tier 2,AI/ML,7.21,196,0,3,11,91
21,Other,Tier 2,Civil,9.35,481,0,2,3,51
21,Other,Tier 3,Mechanical,7.41,648,2,2,9,66
18,Female,Tier 3,Civil,7.28,328,2,1,4,94
21,Female,Tier 3,Mechanical,6.08,282,2,3,3,51
19,Female,Tier 2,Civil,8.11,0,1,5,2,45
19,Female,Tier 3,AI/ML,6.98,321,0,3,2,84
20,Other,Tier 2,Mechanical,6.81,204,2,2,6,43
25,Female,Tier 3,AI/ML,6.75,276,1,1,4,83
19,Male,Tier 2,Information Technology,7.55,309,2,1,3,99
18,Other,Tier 2,Civil,5.65,128,1,9,5,40
21,Other,Tier 3,Mechanical,5.03,304,3,7,2,76
25,Female,Tier 2,Computer Science,7.06,240,4,1,11,100
22,Other,Tier 3,Information Technology,7.85,378,1,1,1,87
24,Female,Tier 3,Civil,5.57,219,0,10,7,44
19,Male,Tier 3,AI/ML,5.99,274,0,9,10,89
21,Male,Tier 3,AI/ML,6.49,340,1,1,4,95
25,Female,Tier 1,Civil,7.32,122,2,4,3,42
19,Other,Tier 2,Data Science,9.21,85,0,0,3,53
18,Other,Tier 1,Computer Science,4.53,154,1,10,6,43
20,Other,Tier 1,Information Technology,6.74,290,2,1,10,45
20,Other,Tier 2,Computer Science,7.88,395,0,3,6,40
19,Male,Tier 2,Electronics,7.56,364,3,5,7,60
20,Other,Tier 1,Mechanical,7.66,337,0,2,2,58
20,Other,Tier 3,Civil,8.07,369,1,9,6,44
23,Other,Tier 2,Electronics,8.6,257,1,9,12,86
20,Male,Tier 3,Data Science,8.17,299,2,9,12,64
24,Female,Tier 1,Computer Science,6.96,268,1,5,4,82
23,Other,Tier 3,Mechanical,9.68,471,0,8,8,67
19,Other,Tier 3,Mechanical,7.18,144,4,10,4,51
20,Female,Tier 2,Data Science,5.87,223,0,3,1,41
24,Male,Tier 3,Information Technology,9.47,429,2,7,7,82
23,Other,Tier 2,Information Technology,7.26,635,1,6,12,93
24,Female,Tier 1,Computer Science,7.18,246,0,1,5,53
20,Female,Tier 2,Electronics,5.37,210,3,6,3,55
21,Male,Tier 3,Mechanical,7.2,261,0,7,1,80
18,Female,Tier 3,Information Technology,7.4,297,1,2,3,96
25,Female,Tier 2,Electronics,6.89,509,1,8,7,48
25,Male,Tier 1,Mechanical,7.29,161,2,6,9,76
20,Other,Tier 2,Information Technology,7.87,188,4,7,6,41
18,Male,Tier 2,Mechanical,7.59,403,1,4,7,85
22,Other,Tier 3,Mechanical,7.01,434,2,9,7,81
23,Female,Tier 3,Information Technology,6.73,202,3,3,7,75
22,Female,Tier 2,Mechanical,7.22,0,1,6,5,86
24,Male,Tier 1,Data Science,7.75,375,2,10,1,99
19,Other,Tier 3,Electronics,8.07,74,1,1,1,82
21,Female,Tier 3,AI/ML,7.2,0,0,1,9,76
18,Male,Tier 2,Data Science,7.19,313,0,4,4,40
19,Female,Tier 3,Electronics,8.41,352,3,1,12,47
24,Female,Tier 2,Mechanical,6.5,118,4,9,9,85
25,Male,Tier 2,Information Technology,8.3,0,2,3,11,82
22,Male,Tier 3,Mechanical,8.1,601,2,6,5,41
22,Male,Tier 1,Information Technology,7.56,240,2,0,8,45
24,Male,Tier 1,AI/ML,8.28,38,2,4,9,40
24,Other,Tier 2,Civil,6.83,326,0,10,9,66
25,Female,Tier 1,Electronics,5.9,474,3,9,7,48
20,Other,Tier 3,Information Technology,7.18,0,0,0,10,89
18,Male,Tier 3,Civil,6.1,342,4,2,1,86
19,Female,Tier 2,Electronics,7.0,117,4,2,6,87
24,Other,Tier 3,Computer Science,8.73,309,3,7,8,61
20,Other,Tier 3,Information Technology,6.87,0,1,6,9,44
20,Other,Tier 1,Computer Science,7.58,0,3,4,10,89
22,Male,Tier 3,Computer Science,7.95,320,1,3,2,69
24,Female,Tier 2,Civil,6.36,368,2,6,4,66
18,Female,Tier 3,Mechanical,6.78,5,2,3,2,86
18,Female,Tier 2,Data Science,6.79,134,0,7,6,74
20,Female,Tier 3,AI/ML,6.55,254,2,3,2,88
24,Male,Tier 2,Data Science,7.02,432,2,5,9,71
18,Other,Tier 2,Electronics,7.62,347,3,4,11,49
20,Male,Tier 3,AI/ML,8.28,175,1,9,2,65
20,Male,Tier 2,AI/ML,6.31,213,1,7,11,56
21,Other,Tier 3,Mechanical,6.4,65,3,10,9,94
19,Other,Tier 3,Mechanical,7.58,216,2,1,11,65
18,Other,Tier 3,Electronics,6.63,442,0,0,4,92
21,Male,Tier 2,Data Science,7.0,159,1,1,6,44
23,Other,Tier 3,AI/ML,6.14,538,2,0,1,99
20,Male,Tier 3,Computer Science,6.48,205,3,5,10,97
24,Female,Tier 2,Electronics,8.15,332,4,0,8,55
21,Other,Tier 2,Data Science,6.35,84,0,4,7,54
23,Other,Tier 1,Computer Science,8.01,288,3,2,4,76
18,Other,Tier 2,Information Technology,5.63,313,0,9,1,85
22,Male,Tier 2,Data Science,8.08,349,2,10,7,57
19,Other,Tier 1,Civil,7.93,369,0,6,3,70
25,Female,Tier 2,Computer Science,7.1,145,3,0,10,88
23,Other,Tier 1,Mechanical,8.36,139,0,4,4,90
25,Other,Tier 3,Mechanical,5.85,167,0,8,3,52
20,Other,Tier 2,Electronics,7.23,236,2,10,5,53
25,Male,Tier 2,Information Technology,7.21,392,1,1,2,68
25,Female,Tier 2,Electronics,6.32,109,3,0,5,42
25,Other,Tier 3,Computer Science,7.34,0,1,7,12,72
20,Female,Tier 3,Information Technology,6.49,504,3,9,7,71
23,Female,Tier 2,Electronics,6.37,302,4,1,2,86
18,Other,Tier 1,Mechanical,8.64,175,2,3,1,72
18,Other,Tier 1,Electronics,6.53,119,2,7,4,98
25,Female,Tier 2,Data Science,7.12,269,3,5,8,53
20,Male,Tier 1,Mechanical,6.41,241,0,9,1,80
20,Male,Tier 1,AI/ML,6.3,500,1,8,1,71
19,Female,Tier 3,Data Science,7.02,342,3,3,10,54
20,Other,Tier 1,Mechanical,8.54,168,0,8,11,48
23,Female,Tier 3,Information Technology,8.85,234,0,7,3,67
24,Male,Tier 2,Data Science,7.87,89,2,1,11,82
20,Male,Tier 2,Mechanical,8.32,105,3,4,6,59
20,Male,Tier 2,Computer Science,7.1,253,1,6,2,65
20,Other,Tier 3,AI/ML,5.89,261,2,6,7,59
23,Male,Tier 2,Information Technology,7.06,181,2,0,4,80
21,Male,Tier 2,Information Technology,7.58,341,1,0,12,91
24,Female,Tier 2,Data Science,6.25,180,1,10,11,86
19,Male,Tier 2,AI/ML,6.65,151,2,9,8,80
24,Other,Tier 3,Electronics,8.47,296,2,8,7,59
22,Other,Tier 3,Electronics,6.62,175,2,7,7,55
22,Male,Tier 3,Data Science,7.21,474,1,4,5,41
20,Female,Tier 1,Data Science,8.48,622,1,8,3,71
18,Female,Tier 1,Electronics,5.45,155,0,5,2,87
24,Other,Tier 3,AI/ML,7.7,171,1,7,10,91
22,Other,Tier 3,Computer Science,7.74,225,1,0,3,68
20,Male,Tier 3,Civil,7.56,0,4,4,6,47
23,Female,Tier 2,Computer Science,6.77,349,1,5,2,72
25,Female,Tier 3,Information Technology,6.94,276,2,1,10,95
21,Female,Tier 2,Electronics,5.56,369,4,0,1,66
18,Female,Tier 2,Data Science,9.4,328,2,5,6,50
24,Other,Tier 3,Information Technology,8.99,373,3,1,5,73
24,Other,Tier 3,Computer Science,7.5,401,2,2,10,92
23,Female,Tier 2,Mechanical,6.56,322,0,7,2,57
18,Other,Tier 2,Mechanical,5.7,246,2,0,12,64
18,Male,Tier 1,Computer Science,8.63,92,4,6,7,63
20,Male,Tier 2,Information Technology,7.26,51,0,6,2,96
19,Female,Tier 3,Data Science,6.49,0,0,8,4,79
25,Female,Tier 2,Mechanical,6.63,431,0,8,12,66
23,Male,Tier 2,Computer Science,7.87,365,2,4,12,67
18,Female,Tier 1,Civil,5.97,333,0,5,2,63
23,Female,Tier 1,Civil,7.43,3,0,9,6,54
24,Female,Tier 2,Data Science,6.76,193,2,4,3,80
21,Female,Tier 3,Information Technology,8.15,0,3,1,9,51
20,Male,Tier 1,AI/ML,8.01,396,2,5,10,98
25,Other,Tier 3,Mechanical,7.96,422,3,5,7,94
22,Other,Tier 3,AI/ML,9.25,84,2,8,12,69
18,Male,Tier 3,Computer Science,7.8,167,1,1,11,48
19,Male,Tier 3,Data Science,5.81,105,2,0,11,79
23,Male,Tier 2,Mechanical,6.35,317,1,5,9,69
22,Other,Tier 3,Mechanical,7.3,319,3,9,10,82
21,Male,Tier 2,Information Technology,6.94,212,0,2,8,79
24,Female,Tier 3,Civil,8.94,204,2,0,2,93
19,Female,Tier 3,AI/ML,9.18,165,2,6,2,45
21,Male,Tier 2,Computer Science,6.42,455,0,6,2,49
24,Other,Tier 1,Civil,5.66,412,1,2,8,44
25,Male,Tier 3,Computer Science,5.94,251,0,9,3,85
18,Male,Tier 3,Civil,8.04,317,3,2,6,64
24,Female,Tier 2,Mechanical,8.52,306,3,3,8,73
23,Male,Tier 3,Mechanical,6.81,366,0,3,11,90
18,Other,Tier 3,AI/ML,7.77,416,2,9,11,50
22,Other,Tier 3,AI/ML,6.75,175,1,8,10,94
23,Female,Tier 1,Mechanical,6.52,281,1,4,10,71
18,Other,Tier 3,Mechanical,8.94,320,0,7,10,61
21,Other,Tier 1,Electronics,7.86,119,0,5,1,56
19,Male,Tier 3,Civil,6.77,127,2,9,8,57
25,Female,Tier 1,Data Science,7.6,437,0,8,5,65
24,Male,Tier 3,Mechanical,7.26,409,1,10,2,78
23,Other,Tier 2,Civil,6.94,236,0,5,2,93
19,Female,Tier 2,Electronics,6.3,58,3,5,8,65
19,Female,Tier 1,Information Technology,6.51,347,2,10,4,87
25,Female,Tier 2,Electronics,7.25,280,3,7,4,52
19,Male,Tier 2,AI/ML,7.79,201,3,10,4,99
22,Female,Tier 2,Electronics,7.2,342,2,9,5,68
23,Other,Tier 1,Data Science,9.24,214,3,9,5,49
23,Female,Tier 2,Computer Science,5.42,37,2,9,1,40
23,Female,Tier 1,Computer Science,7.76,341,2,10,3,51
18,Other,Tier 3,Civil,7.39,56,3,0,11,71
20,Female,Tier 2,Civil,7.34,227,4,9,6,91
